Load (MW),Solar Generation (MW),Price ($/MWh),s1_Gen,s2_Line,s3_XFMR
2221.391120967005,1129.2472223999998,27.41,1,1,1
3162.3295208929453,1480.6300212,35.5,1,1,1
2420.5856613488177,1319.5339344,19.0,1,1,1
3060.7908488368,140.3998992,50.0,1,1,1
3304.0175763117054,255.6281772,36.71,1,1,1
3106.322708578909,1118.3171472,37.4,1,1,1
2690.008627287568,776.6896896,35.5,1,1,1
3185.426390830382,0.0181764,47.9,1,1,1
3080.603046456903,0.0,33.21,1,1,1
3182.1931460441424,310.8999168,51.93,1,1,1
1879.597400950612,2.383128,32.64,1,1,1
3278.8574566811294,1087.3486008,38.5,1,1,1
3002.5457509584176,0.0,37.57,1,1,1
2952.8732724329016,28.5221376,51.44,1,1,1
1840.1423087018627,61.4510424,30.03,1,1,1
3206.1251159775547,1418.183316,49.86,1,1,1
1897.838667911935,0.0,26.28,1,1,1
1956.8980110921516,0.309672,28.99,1,1,1
3020.2267415074884,0.0,43.03,1,1,1
2113.1763251692814,9.6456096,30.71,1,1,1
2556.209999654088,1974.6746712,21.8,1,1,1
2791.2506200336384,21.7160856,49.51,1,1,1
2821.6204204120963,0.0,37.72,1,1,1
1781.0114706241925,6.1685316,27.9,1,1,1
2983.874302755339,0.0,40.87,1,1,1
3015.4123377655865,1199.9278368,45.87,1,1,1
2982.275734438862,1639.6008156,30.13,1,1,1
3061.7806031220503,1016.4202488,21.29,1,1,1
3705.890989623368,451.9016568,27.57,1,1,1
2578.5372553393336,0.0,39.66,1,1,1
3496.124196230469,1436.1510240000002,34.09,1,1,1
3229.494647392128,0.0,34.93,1,1,1
3343.355120616174,284.8080312,31.03,1,1,1
2935.7862075225885,1591.9497,28.13,1,1,1
2140.089188426599,0.0969408,33.43,1,1,1
3217.83836503766,286.94880720000003,36.71,1,1,1
2533.5398318708794,0.0,36.63,1,1,1
2853.8050121608376,444.9239388,54.89,1,1,1
2864.5024828791397,1251.5353488,39.55,1,1,1
1983.0770023510013,1082.882592,34.33,1,1,1
2852.4595030186247,0.0,43.03,1,1,1
2847.545009335536,84.4340904,71.5,1,1,1
3025.108679803417,295.7084856,30.38,1,1,1
2710.579893894577,628.5547224000001,60.61,1,1,1
1898.2223009606369,1.0057608,27.48,1,1,1
2836.622935658367,0.309672,40.34,1,1,1
3062.545764528979,533.6146728,44.06,1,1,1
3194.2742098619774,77.0531256,42.0,1,1,1
2964.4493110533344,1398.2283216,41.44,1,1,1
2287.1806443505425,684.1603692,40.01,1,1,1
3479.484783637343,79.612632,36.87,1,1,1
1950.09101294756,0.3689135999999999,30.92,1,1,1
2635.47538924035,0.0,34.9,1,1,1
2022.5895627806517,11.9641104,30.55,1,1,1
2792.736616322814,0.0,48.9,1,1,1
3276.959469710563,1387.9741392,50.54,1,1,1
3346.5317991917937,0.0,37.07,1,1,1
1850.755024514901,0.0,25.79,1,1,1
2048.0151377001744,0.0,33.04,1,1,1
2787.4569101026423,888.2382564,36.7,1,1,1
2197.334744267753,0.0,32.39,1,1,1
2806.1464159681946,1089.8286696,35.83,1,1,1
2151.9937219818758,0.0,34.5,1,1,1
3177.519842247475,810.0898344,24.68,1,1,1
2964.221432984717,976.3466724,62.61,1,1,1
2663.7251942736634,1397.953656,29.1,1,1,1
2068.1670005042024,220.5342612,35.61,1,1,1
1798.310067997512,0.0,23.4,1,1,1
1986.3641651453688,140.8967208,42.97,1,1,1
3339.704293099573,608.7505248,27.51,1,1,1
1996.4867730220697,0.410652,23.63,1,1,1
3238.923944007182,0.0,52.42,1,1,1
3491.552807378613,733.3046424,31.52,1,1,1
2881.3388787528293,0.0,60.28,1,1,1
3632.0202956237135,816.6979656000001,31.83,1,1,1
2958.506331287564,55.2777984,51.61,1,1,1
3398.279495270368,583.3870416000001,27.27,1,1,1
2056.4759701103994,98.6123556,43.08,1,1,1
3127.015252461004,0.0,39.99,1,1,1
2302.8119060968083,323.6287824000001,47.67,1,1,1
3309.050664266884,37.3841424,45.7,1,1,1
2984.9974676187726,80.841222,51.61,1,1,1
2117.7732460350708,117.5191776,38.3,1,1,1
1978.0296366555733,0.0,32.04,1,1,1
2806.0291448179,806.4545544,20.67,1,1,1
1904.207122618124,0.309672,27.29,1,1,1
2807.161856649442,0.0,40.08,1,1,1
2755.2800046982,1654.0335504000002,27.76,1,1,1
2969.6203597059657,0.0,41.0,1,1,1
2018.315404926321,0.0,18.95,1,1,1
2773.2116582537487,681.8539860000001,46.34,1,1,1
2922.1441452852914,3.0401712,43.6,1,1,1
2293.841693356339,1335.5399376,48.7,1,1,1
3318.3622754654743,1597.6288152,52.4,1,1,1
2891.714285117342,0.309672,67.12,1,1,1
2359.8211098195475,1138.172508,40.02,1,1,1
3053.3105085743946,1417.0846536,35.92,1,1,1
3114.936809404144,1573.8837048,39.65,1,1,1
1994.901937462732,52.2591696,29.31,1,1,1
2699.915992088161,994.003362,32.0,1,1,1
3347.212258303808,158.28009120000002,45.84,1,1,1
3352.961467268888,109.2347784,40.34,1,1,1
2901.4937587314294,1143.3043116,29.9,1,1,1
3132.9376734146463,1541.8070712,41.0,1,1,1
2938.228137920078,1182.5633159999998,49.15,1,1,1
2771.872163422924,433.3953888,54.0,1,1,1
3200.811869063129,13.315896,45.94,1,1,1
1992.1239642206776,0.0,34.86,1,1,1
3187.210068491393,0.0,55.29,1,1,1
3309.9782231616705,0.0,46.52,1,1,1
2326.497403973635,582.9171479999999,55.3,1,1,1
3313.2949862270234,1084.7756304,48.83,1,1,1
2176.9471915157505,0.309672,32.74,1,1,1
1913.924805260388,0.0969408,38.9,1,1,1
3266.8143731480186,3.09672,53.34,1,1,1
2388.8264043981,270.27364320000004,51.79,1,1,1
2472.2329440452063,0.309672,37.94,1,1,1
2245.615382175684,0.0,27.65,1,1,1
2839.117798468884,1528.6204296,51.75,1,1,1
1872.3809242315904,0.0,34.36,1,1,1
3205.4131428693718,649.4481576,35.68,1,1,1
2369.100463994472,1943.3109564,37.76,1,1,1
2010.5696923584355,19.0832004,21.43,1,1,1
2002.8535909161048,0.0,32.1,1,1,1
2398.7991066582485,196.3630152,25.0,1,1,1
2257.111554012538,0.0,35.85,1,1,1
3119.8165569882594,1278.8080272,34.9,1,1,1
1986.149100810261,0.0,36.92,1,1,1
2824.2815206568857,1229.1682788,42.24,1,1,1
2404.170261851365,303.1231104,43.58,1,1,1
2689.8603244239816,0.0,50.64,1,1,1
1865.39328431142,0.0,29.41,1,1,1
2857.4923216181182,0.0,48.06,1,1,1
3349.731004757861,834.2987795999999,30.4,1,1,1
2855.04479712487,1063.9966392,48.04,1,1,1
2240.4044039709406,335.1983976,29.1,1,1,1
3006.608705376568,1510.9347924,29.97,1,1,1
1856.6850950030537,0.0,21.1,1,1,1
2925.4708677851568,17.0131104,53.09,1,1,1
2458.9408336926103,1238.8313915999995,33.34,1,1,1
2441.4547094621007,358.34436,31.51,1,1,1
2369.6469124304617,1587.2292215999998,37.87,1,1,1
3028.0335126227374,56.3441472,29.2,1,1,1
2796.121467708206,1106.653284,53.46,1,1,1
2003.8819891113644,0.0,28.2,1,1,1
3304.407492066048,920.3303736,21.29,1,1,1
3073.812099111404,0.309672,43.6,1,1,1
2918.148290574741,1953.4055904,46.99,1,1,1
3088.0248816774174,0.0,50.56,1,1,1
1955.3502867127147,0.0,28.26,1,1,1
1957.9905770372045,0.0969408,28.18,1,1,1
3792.3463420437342,475.2886248,46.38,1,1,1
3173.840100516501,0.0,38.9,1,1,1
2815.1226455138003,859.3950024000001,28.42,1,1,1
3087.3853304773183,0.0,40.94,1,1,1
3326.721071728363,1301.3911944,34.29,1,1,1
3153.87098952264,1262.7589392,43.99,1,1,1
2258.5670916910644,166.56852959999998,39.74,1,1,1
2509.614678104153,724.989276,48.37,1,1,1
3004.153960706906,0.0,31.19,1,1,1
2228.675484849156,1284.4669464,35.46,1,1,1
1991.0958204158685,24.1517232,36.3,1,1,1
3256.330937957407,326.0361456,29.33,1,1,1
2903.8144312497943,285.8265828,59.86,1,1,1
2356.749014220185,201.2517936,49.66,1,1,1
2735.243518550532,1777.109994,30.9,1,1,1
2758.197773826339,1066.1387616000002,48.83,1,1,1
2730.3527145169987,1257.2575488000002,33.0,1,1,1
1985.4246784275535,2.039796,27.79,1,1,1
3392.1237146509966,937.1899944,38.0,1,1,1
2859.76451556533,0.0,44.21,1,1,1
3247.089526027415,0.0,45.99,1,1,1
2946.46994143194,398.8938888,36.71,1,1,1
3277.268423334109,274.7086848,34.09,1,1,1
3254.880033462958,1607.2730784,42.24,1,1,1
2998.088613293334,637.4005704,46.68,1,1,1
3451.918730696844,758.063592,33.85,1,1,1
2572.122292208901,1102.3542288,33.43,1,1,1
3058.787006398986,0.309672,37.16,1,1,1
2249.9195288850387,1879.587864,30.0,1,1,1
1956.7973755832743,0.0,28.4,1,1,1
2103.898134993169,0.0969408,36.98,1,1,1
2800.8052322302237,0.0,38.72,1,1,1
1783.1131540633326,2.6874144,27.0,1,1,1
2035.9111035287656,0.0,38.12,1,1,1
2835.245350512814,26.32212,61.3,1,1,1
3465.4127056601374,251.0201232,41.8,1,1,1
2883.4897475543744,860.615514,38.25,1,1,1
2068.4101677488734,0.0,26.2,1,1,1
2996.1116679344277,1772.4258684,41.81,1,1,1
2668.701063620284,1350.5139252,31.95,1,1,1
2718.8911679902785,1075.3959347999998,40.22,1,1,1
1977.2365094288916,0.0,26.9,1,1,1
2288.7557475362496,0.0,29.8,1,1,1
3072.81291221974,154.95852240000002,40.1,1,1,1
2963.227119716047,15.604776,56.94,1,1,1
3157.1049830750567,337.3284024,32.37,1,1,1
3293.34035375063,961.7382324,25.84,1,1,1
2343.7754473087143,1411.781184,34.69,1,1,1
2780.892154919673,1435.5087912,19.0,1,1,1
2128.301239340028,0.0,32.4,1,1,1
2983.1994181610303,825.1257564000001,27.0,1,1,1
3506.8954500281843,0.0,40.94,1,1,1
1905.7683938067369,12.077208,33.37,1,1,1
2761.571942078447,0.0,50.02,1,1,1
2595.102482661847,0.0,31.82,1,1,1
1875.779396196795,0.0,26.9,1,1,1
2461.1216708082898,0.0,35.5,1,1,1
2959.53219905614,0.0,51.74,1,1,1
2896.680926068566,0.0,46.92,1,1,1
2870.0790653298923,0.0,43.37,1,1,1
2708.731685558464,1113.9548112,36.1,1,1,1
2292.8459434894257,613.36935,47.19,1,1,1
2089.1509335192127,0.0,37.45,1,1,1
2721.702381553769,612.6389280000001,45.3,1,1,1
2208.307795655704,238.91868,26.89,1,1,1
3021.595833051778,1619.5630176,49.48,1,1,1
2957.3663523824016,1371.6732744,50.0,1,1,1
2230.6744750485595,0.309672,33.07,1,1,1
2124.276565926285,0.309672,27.41,1,1,1
2865.6785649279523,1351.9720764,29.5,1,1,1
3473.294435378886,566.6782176,36.65,1,1,1
2637.356896133516,619.5863519999999,28.1,1,1,1
2467.577141473952,1277.7874559999998,41.37,1,1,1
2579.4635929319343,0.0,36.76,1,1,1
2393.8529827007096,1355.0243651999997,40.08,1,1,1
1983.814550748189,0.309672,26.5,1,1,1
3326.080037908732,676.0557144,31.97,1,1,1
1709.7817383691222,136.25567999999998,22.04,1,1,1
1848.2861148984944,7.1399592,34.36,1,1,1
2909.5352814444973,1205.3390184,55.41,1,1,1
2438.7988186246034,147.65968800000002,44.22,1,1,1
1912.879081242238,15.1308432,24.5,1,1,1
2366.329067918207,0.0,34.52,1,1,1
2490.4312974930453,1110.9058884,42.44,1,1,1
3264.2094076176363,1113.930576,34.47,1,1,1
3221.8364881256725,28.6742808,36.49,1,1,1
2723.010732802178,605.5871579999999,47.06,1,1,1
2739.842517471005,288.1659528,50.06,1,1,1
1878.9622043934985,9.0363636,33.01,1,1,1
3126.8554677678703,588.2879376000001,41.09,1,1,1
1744.658108045434,139.978476,27.1,1,1,1
2519.371225629985,785.7778896,45.92,1,1,1
3025.15201320022,0.0,50.7,1,1,1
3079.952983161469,1429.6600296,54.69,1,1,1
2958.58835353139,1083.724092,28.26,1,1,1
2991.864868796556,0.0,69.52,1,1,1
3088.0347729259597,0.309672,40.87,1,1,1
2997.08921753256,1691.122158,29.97,1,1,1
2797.729569692031,1015.771284,56.56,1,1,1
2179.3402439213505,32.323698,26.89,1,1,1
1758.5371282667088,4.328676,29.32,1,1,1
2556.9581241675883,738.7959347999999,50.14,1,1,1
2465.2747514003204,1862.7672888,28.5,1,1,1
2559.549723094472,732.269934,38.46,1,1,1
2955.103450777216,1116.2786976,43.14,1,1,1
2145.069556859822,187.391952,28.8,1,1,1
2483.8066903689787,192.5345268,35.5,1,1,1
3354.3682461215653,1244.6384148000002,54.11,1,1,1
3190.0108251382567,36.92502,65.63,1,1,1
2253.676613267066,0.0,35.85,1,1,1
3222.5826001917417,1156.4276724,34.08,1,1,1
3229.11261711421,830.6392644,43.25,1,1,1
3113.369507734188,1129.7251944,36.3,1,1,1
2459.141590604376,0.0,42.65,1,1,1
3224.054865887771,1017.770688,39.9,1,1,1
3423.8979041420107,633.0974759999999,51.83,1,1,1
2271.0554871908093,0.309672,27.66,1,1,1
3455.963108146744,126.6100704,40.0,1,1,1
3107.668824398652,2005.5355056000003,29.83,1,1,1
2882.8876598774464,1118.5177608,39.49,1,1,1
3252.666962013605,320.975028,48.28,1,1,1
3118.4561649567404,366.0296112,36.87,1,1,1
1938.91578119286,0.0,32.4,1,1,1
2635.471596709255,1236.7074456,34.7,1,1,1
3296.32851544118,346.37823,42.79,1,1,1
3124.8470783911303,0.0,39.19,1,1,1
2570.4875437286355,913.222728,55.49,1,1,1
2849.8701652542645,0.0,38.35,1,1,1
3187.761767242451,146.0870928,47.58,1,1,1
3362.4529869037874,1862.5397472,40.52,1,1,1
2068.5716929369696,600.0258528,39.02,1,1,1
2866.548316401404,2315.7534708,50.37,1,1,1
2679.448354020912,451.3476132,44.49,1,1,1
2685.8414783136423,1229.9135112,48.04,1,1,1
3042.8110790771902,1618.00254,41.04,1,1,1
3179.728526659508,114.29724240000002,60.0,1,1,1
2723.7248386254346,1162.0159056,25.84,1,1,1
2384.4179018263994,0.0,25.82,1,1,1
3163.533160704914,0.0,46.93,1,1,1
3689.585463237189,335.8924668,29.09,1,1,1
2356.124247348066,666.3454776000001,39.36,1,1,1
2744.745802915794,963.4145004,32.08,1,1,1
2092.963319459453,112.1073228,45.44,1,1,1
3341.004576837521,136.9463832,57.71,1,1,1
3044.511099476026,260.0288856,47.79,1,1,1
3340.80830777101,206.3418588,46.21,1,1,1
2240.097355604576,1623.9240072,34.7,1,1,1
2945.217947138276,545.8622004,34.47,1,1,1
3067.312843074164,6.7333464,55.1,1,1,1
3115.069047694482,625.5374400000001,52.34,1,1,1
2029.543081943481,89.3726856,45.44,1,1,1
1939.832552068504,0.0,33.29,1,1,1
3210.325618183923,1285.5831119999998,35.19,1,1,1
2599.584030296809,1218.8292731999998,41.45,1,1,1
2029.2089317617888,0.0,32.85,1,1,1
2681.1700102690006,1881.109296,37.71,1,1,1
2937.993146876852,524.6698644,39.94,1,1,1
3006.2880203826016,0.0,50.59,1,1,1
2065.7985881842988,58.4579952,41.05,1,1,1
3113.311598175273,596.2640112,32.37,1,1,1
1983.3004131961536,0.0,37.73,1,1,1
2522.484421185684,740.6236728,40.84,1,1,1
3370.5207371439087,386.2323432,43.46,1,1,1
2443.664775339168,0.0,40.55,1,1,1
2141.1625872376285,0.0,30.8,1,1,1
2029.212295685686,0.0,27.3,1,1,1
3163.3591675046564,120.172932,53.64,1,1,1
3287.7266574981118,46.026684,42.64,1,1,1
3043.91248027699,103.5220032,48.71,1,1,1
1940.5905781261888,69.184764,30.3,1,1,1
2124.412806409008,253.8798768,33.68,1,1,1
2602.026589480793,1121.3519328,54.03,1,1,1
1968.484618257075,0.309672,31.86,1,1,1
2719.361158596124,711.3650544,60.73,1,1,1
2843.5623308993154,351.3134592,24.58,1,1,1
1937.0694360624943,0.0,35.13,1,1,1
2587.5195415274184,1134.1763928,60.0,1,1,1
2092.357818982688,0.0,32.98,1,1,1
2946.4484095525863,1178.2130976,32.56,1,1,1
3554.204245855988,720.2324447999999,36.65,1,1,1
3472.4240935593784,1338.9463296,30.18,1,1,1
3128.539129394275,343.6739856,36.42,1,1,1
2464.297040333552,123.2508024,34.68,1,1,1
2928.660615349389,1196.4958632,31.89,1,1,1
2450.1450070261853,1350.3375468000002,34.69,1,1,1
2298.898639282181,0.0,34.74,1,1,1
2984.38900023726,76.5313956,59.93,1,1,1
1909.3531380866712,0.0,31.9,1,1,1
2056.667050329629,0.0,33.02,1,1,1
2280.7676255423457,161.6501304,37.91,1,1,1
3245.4711029205805,145.239534,34.0,1,1,1
1980.2416528271413,0.0,35.39,1,1,1
3135.6602490964906,0.0,33.06,1,1,1
3261.5512322794225,38.9661624,53.17,1,1,1
2133.7533705860333,70.739856,30.98,1,1,1
1890.7237172821388,0.0,33.82,1,1,1
2276.289157526248,0.0,34.9,1,1,1
3230.653825471254,209.392128,57.99,1,1,1
3341.3183094943006,808.74882,27.2,1,1,1
2970.6092350939743,1896.9806592,45.72,1,1,1
2906.0045759753657,0.0,55.01,1,1,1
3028.50181514981,20.0250072,55.94,1,1,1
3204.267194988645,7.5559968,54.99,1,1,1
3550.6713379559237,1354.400982,43.97,1,1,1
1943.141148230852,0.0,18.82,1,1,1
2027.370596774043,39.914028,31.29,1,1,1
3345.524765821127,766.0235088000001,39.67,1,1,1
2177.196137503154,396.595584,41.9,1,1,1
2048.8379033544325,131.109066,32.44,1,1,1
1959.9213583884011,0.0,22.51,1,1,1
2018.7835534622468,0.0,26.24,1,1,1
2439.031023906657,0.0,30.8,1,1,1
3209.463946362678,904.989492,33.98,1,1,1
2190.990944606059,0.0,28.23,1,1,1
2145.8227043524885,0.0,33.18,1,1,1
2094.903536391974,0.0,37.03,1,1,1
2600.775500986503,525.621096,42.02,1,1,1
2113.796481397645,0.0,33.08,1,1,1
2209.6381118760764,0.0,29.0,1,1,1
2903.4851350364543,0.0,47.17,1,1,1
2309.4708535897757,1525.9814856,37.32,1,1,1
2385.6370333060186,0.0,29.78,1,1,1
2336.1320782103894,422.01763560000006,44.64,1,1,1
3276.854043186293,1271.5253496,29.0,1,1,1
3147.347053082094,461.0127456,32.01,1,1,1
3193.9990376154524,1514.4933276,26.12,1,1,1
2749.788615550973,1264.0750452,39.91,1,1,1
2089.940189413507,0.0,37.03,1,1,1
1925.6592454975328,0.0,34.15,1,1,1
1870.583009251092,2.0377764,33.29,1,1,1
3091.131999748404,1120.3178976,27.15,1,1,1
3579.106309741413,680.7862908,40.04,1,1,1
2746.289690823462,718.7594832000001,58.3,1,1,1
3086.75104191876,0.0,41.1,1,1,1
1911.0561536189089,0.0,35.41,1,1,1
2916.1358547474533,50.2853472,60.64,1,1,1
2583.283822143748,1836.0425952,41.16,1,1,1
3186.728011713576,0.0,43.88,1,1,1
2957.9011565366745,0.0,33.06,1,1,1
2108.089244856952,0.0,27.98,1,1,1
3305.3631218229216,112.2116688,32.13,1,1,1
2813.0745264380853,1505.1311352,34.94,1,1,1
2667.9340394093438,978.39522,39.4,1,1,1
1691.3357485322276,81.4141152,27.1,1,1,1
2440.1973826410936,2195.823564,34.28,1,1,1
3459.540178361259,1379.8600596,49.97,1,1,1
2930.438146089788,520.7296248,60.2,1,1,1
1875.1585163907207,20.4625872,20.17,1,1,1
2544.95604234342,1526.5207188000002,40.0,1,1,1
2777.451214162285,794.0542104,28.5,1,1,1
3181.2623917749024,50.0840604,52.29,1,1,1
2786.1410885685004,0.0,24.0,1,1,1
2212.8491618058706,0.0,45.62,1,1,1
2495.861868301198,0.0,30.41,1,1,1
2073.044381257336,1175.5202976,43.14,1,1,1
2142.6049336993337,0.0,38.61,1,1,1
1883.017048029128,0.0,33.69,1,1,1
2965.5329387413794,1598.4905112,29.29,1,1,1
2960.7349632329506,0.0,48.69,1,1,1
1904.6919121772564,0.0,30.78,1,1,1
2548.625450939793,1267.8792984,36.74,1,1,1
2640.1362474374887,355.4872992,46.09,1,1,1
2489.14399849958,0.0,35.44,1,1,1
3241.622447823885,92.2432104,45.84,1,1,1
2962.14739567469,59.4489456,83.62,1,1,1
1963.1541732438395,221.2855524,38.3,1,1,1
2113.554690845233,180.3408552,49.97,1,1,1
1909.9891658445065,0.0,32.09,1,1,1
3025.434859245354,635.8562496,44.77,1,1,1
2681.177607947853,1200.2375088,34.9,1,1,1
2068.877462955369,115.1333568,35.01,1,1,1
2355.9123541581744,0.0,38.61,1,1,1
2405.9812803668306,1678.4114688,44.9,1,1,1
1991.531385294576,150.4440432,40.96,1,1,1
3712.786896920516,478.2560904,30.54,1,1,1
2017.5253432550485,0.0,27.1,1,1,1
2366.096621288053,0.0,32.97,1,1,1
3354.57186942524,1414.0619856,42.44,1,1,1
1906.738481139671,0.0,27.9,1,1,1
2676.1534128791004,0.0,39.99,1,1,1
2903.87066266267,1183.7299716,44.0,1,1,1
3106.6984230041,33.1322112,42.56,1,1,1
2964.2557589773696,1294.4572343999998,46.4,1,1,1
3074.106553062513,1238.2665768,36.73,1,1,1
3261.8500867149446,347.03729280000005,47.89,1,1,1
3123.635654703589,1581.6793608,42.4,1,1,1
2018.7607330196645,0.0,32.74,1,1,1
2430.70256190461,299.6628624,40.52,1,1,1
2478.747201090436,897.227496,29.98,1,1,1
3200.512082603555,199.4233824,33.91,1,1,1
2147.6538638904203,146.8680048,36.1,1,1,1
1981.2506239940128,0.0,27.19,1,1,1
2179.7220995331973,0.0,31.6,1,1,1
2871.58533049499,538.1708904000001,41.49,1,1,1
1832.1496746840808,1.0003752,27.93,1,1,1
2909.6632944626776,807.2085384,52.41,1,1,1
3028.1409558313194,0.0,37.91,1,1,1
3224.416402523675,259.5845736,54.91,1,1,1
2065.1328907102425,0.0,38.87,1,1,1
2227.4640925653707,481.4780256,31.99,1,1,1
2980.3289446164736,1268.0523107999998,31.01,1,1,1
1960.8311651653496,0.0,36.37,1,1,1
3254.098903473542,254.590776,40.68,1,1,1
2051.3579244923712,0.0,30.64,1,1,1
2182.323202116315,0.0,35.52,1,1,1
2185.788210239532,382.88788560000006,47.07,1,1,1
2963.8928133149984,544.2404616,34.71,1,1,1
2325.6127232156973,0.0,28.5,1,1,1
2193.345233231834,0.309672,33.07,1,1,1
2837.910215697372,694.3075128,45.0,1,1,1
1899.542310132361,0.0,37.45,1,1,1
2808.050285249532,1074.7725516,30.23,1,1,1
2933.921955265745,74.5218936,47.0,1,1,1
2985.415830282979,117.4033872,50.81,1,1,1
1884.469220460247,0.0,28.4,1,1,1
3223.908319843093,17.3833704,39.95,1,1,1
2459.385336160917,0.309672,31.99,1,1,1
3680.226905365745,532.8014471999999,30.0,1,1,1
2395.0993045620858,666.5635944,61.3,1,1,1
2205.196725794689,0.0,37.29,1,1,1
1949.7664784563408,0.0,30.99,1,1,1
1816.320408468972,1.54836,16.79,1,1,1
2024.5909420177,0.0,27.07,1,1,1
3010.611689660528,117.3629952,52.02,1,1,1
2613.343044347453,377.0687448,47.24,1,1,1
1886.6807106051197,24.908400000000004,25.98,1,1,1
3463.008356645973,342.4507812,44.08,1,1,1
1984.452062595948,0.0,25.6,1,1,1
2098.5055121357805,7.411932000000001,27.13,1,1,1
2926.607915312316,0.0,72.87,1,1,1
2673.1545766272634,1173.4663644,42.17,1,1,1
2959.6518254333646,1003.9445064,53.01,1,1,1
2043.1998707167563,0.0,30.94,1,1,1
3435.210797225435,646.2733464,40.47,1,1,1
2968.34090014544,1089.7478856,28.3,1,1,1
3521.074441758991,647.5914720000001,48.4,1,1,1
3022.236192225565,1500.751296,32.9,1,1,1
3143.4514316104714,383.919228,31.94,1,1,1
3444.363085712276,1528.4898288,35.9,1,1,1
3163.204778524885,199.3291344,54.91,1,1,1
2997.1463203875646,0.0,48.06,1,1,1
1924.286265516476,1437.840756,36.46,1,1,1
3145.151380136078,164.381976,39.5,1,1,1
1882.7152801010693,0.0,35.41,1,1,1
1871.021397858391,0.0,34.36,1,1,1
2673.2368499255185,1614.2433911999997,31.55,1,1,1
1856.9875796394556,0.0,25.4,1,1,1
3144.156540483704,1506.9676248,37.1,1,1,1
3431.903982626199,305.54595720000003,37.83,1,1,1
3197.7866888359827,355.0174056,35.35,1,1,1
2515.570300427077,1149.7959792,38.19,1,1,1
2012.3264466473224,0.0,30.5,1,1,1
3219.295992481195,1118.9109096,35.2,1,1,1
2140.5287730079394,0.0,33.44,1,1,1
2355.970282870383,0.0,31.75,1,1,1
2392.7192462749945,454.356144,39.62,1,1,1
2132.449482862794,0.0,32.98,1,1,1
2620.773281213761,0.0,47.56,1,1,1
1778.3331443963066,0.0,25.29,1,1,1
3059.84226818001,0.0,67.32,1,1,1
3399.3166515773523,687.9949164,57.75,1,1,1
2286.764846966263,0.0,30.64,1,1,1
1977.203754234256,0.0,26.68,1,1,1
1971.030139703589,1061.5610016,52.4,1,1,1
3214.5453693225336,1814.7021552,39.05,1,1,1
2451.2738996457147,0.0,35.93,1,1,1
2917.9035335512463,508.6497240000001,39.2,1,1,1
2527.314065797339,587.7857304,49.67,1,1,1
2662.760936860578,795.9418632000001,31.02,1,1,1
2672.104516911729,725.5749599999999,52.4,1,1,1
1879.616250880312,5.6468016,30.23,1,1,1
2292.484533735271,108.3589452,40.52,1,1,1
2089.352931238147,347.95688399999995,40.74,1,1,1
2127.599059679863,0.0,32.98,1,1,1
2008.3806608736825,46.8735696,30.66,1,1,1
3281.015294361144,445.7337984,38.95,1,1,1
3111.3023418715748,0.0,69.52,1,1,1
2624.7641263101077,0.0,25.23,1,1,1
3216.446253668672,1.2137796,41.1,1,1,1
3072.500847431694,1101.4319448,36.89,1,1,1
3118.325686033943,1816.4962332,33.37,1,1,1
2069.940172295954,0.0,21.0,1,1,1
2120.5596744043005,301.2745032,36.1,1,1,1
3221.9443751246044,175.5288216,45.13,1,1,1
3555.602022301372,600.0648984000001,29.16,1,1,1
1997.3782907481989,332.5109832,19.0,1,1,1
3253.779423320865,30.9523896,45.7,1,1,1
3281.4172071753023,814.8628224000001,32.74,1,1,1
2329.843693942249,155.3233968,42.31,1,1,1
3030.061227001833,1064.840832,27.6,1,1,1
2107.9648732422825,17.5691736,40.7,1,1,1
1832.7370627903051,4.7245176,28.22,1,1,1
2679.344856588714,0.0,34.69,1,1,1
2230.176994287278,1646.7697224,25.1,1,1,1
3568.6795915105586,796.5450504,46.7,1,1,1
3051.913447780812,0.0,36.76,1,1,1
2927.524833612305,53.1706824,49.92,1,1,1
3017.7120899803103,0.0,46.92,1,1,1
2615.822351876635,1203.5886984,38.9,1,1,1
3010.895479191164,1193.4644436,32.43,1,1,1
1769.486783899655,12.420539999999995,37.71,1,1,1
2837.1113895009744,676.8500904000001,54.42,1,1,1
2945.5914413043383,1563.5164248000003,44.96,1,1,1
1972.2227176686292,119.8484496,38.68,1,1,1
2736.137809068109,931.2651612,30.89,1,1,1
2234.1948504831103,0.0,35.91,1,1,1
2772.1821467745394,1578.330864,50.32,1,1,1
1773.5675643041286,0.309672,28.43,1,1,1
3247.9052776363674,1504.1119104,44.01,1,1,1
2250.824314039341,0.0,38.94,1,1,1
2209.278972998687,0.0,27.65,1,1,1
2062.3760512711333,0.0,36.43,1,1,1
3338.9554606440965,220.2360336,35.34,1,1,1
2777.832039553786,1173.5612855999998,34.64,1,1,1
3099.86945509958,144.5602752,52.2,1,1,1
2072.3350193631186,506.1211848,58.3,1,1,1
3302.7671360788,1016.579124,36.51,1,1,1
3023.5828099976534,0.0,68.16,1,1,1
2773.20879896289,0.0,46.44,1,1,1
2657.179123163233,13.2445368,54.99,1,1,1
1930.4773178787768,31.3859304,22.73,1,1,1
2588.2971291045533,263.4918264,32.18,1,1,1
2158.058865961701,0.0,36.67,1,1,1
2786.10691383771,1571.127624,40.52,1,1,1
2026.5415891243968,0.0,32.43,1,1,1
